"","Species_name","Alt_name.notes","Family","Order","Genome","Annotated..NCBI.","Diel_Pattern","AltDiel_Pattern","Method.1","Confidence.1","Comments.1","Source.1","Method.2","Confidence.2","Comments.2","Source.2","Method.3","Confidence.3","Comments.3","Source.3","Method.4","Confidence.4","Comments.4","Source.4","X","X.1"
"919","Anopheles aquasalis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"920","Aedes scapularis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"921","Mansonia titillans","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"922","Anopheles bellator","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"923","Anopheles bwambae","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"924","Anopheles pauliani","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"925","Culex molestus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"926","Anopheles anthropophagus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","Review article",1,NA,"https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",""
"927","Anopheles kweiyangensis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"928","Anopheles nigerrimus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"929","Anopheles letifer","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"930","Anopheles whartoni","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"931","Anopheles aconitus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"932","Anopheles flavirostris","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"933","Anopheles candidiensis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"934","Anopheles balabacensis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"935","Anopheles leucosphyrus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"936","Anopheles philippinensis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"937","Anopheles subpictus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"938","Anopheles vagus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"939","Aedes niveus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"940","Aedes togoi","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"941","Aedes poicilius","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"942","Culex bitaeniorhynchus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"943","Culex sitiens","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"944","Mansonia uniformis","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"945","Aedes harinasutai","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"946","Anopheles barbirostris","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"947","Anopheles campestris","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"948","Anopheles donaldi","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"949","Mansonia bonneae","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"950","Mansonia dives","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"951","Anopheles bancroftii","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"952","Aedes samoanus","","Culicidae","Diptera","","","Nocturnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"953","Aedes fijiensis","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"954","Aedes vigilax","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"955","Aedes futunae","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"956","Aedes polynesiensis","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"957","Aedes pseudoscutellaris","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"958","Aedes tabu","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"959","Aedes tongae","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"960","Aedes upolensis","","Culicidae","Diptera","","","Diurnal","","Review article","1","","https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",NA,NA,"","",NA,"","","",""
"961","Papilio machaon","","Papilionidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"962","Colias palaeno","","Pieridae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"963","Boloria eunomia","","Nymphalidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"964","Coenonympha pamphilus","","Nymphalidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"965","Clossiana euphrosyne","","Nymphalidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"966","Nymphalis antiopa","","Nymphalidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"967","Coleomegilla maculata","","Coccinellidae","Coleoptera","","","Diurnal","","Field: feeding","2","","https://doi.org/10.1603/0046-225X-31.2.232","",NA,"","","",NA,NA,"","",NA,"","","",""
"968","Orius insidiosus","","Anthocoridae","Hemiptera","","","Diurnal","","Field: feeding","2","","https://doi.org/10.1603/0046-225X-31.2.232","",NA,"","","",NA,NA,"","",NA,"","","",""
"969","Geocoris punctipes","","Geocoridae","Hemiptera","","","Diurnal","","Field: feeding","2","","https://doi.org/10.1603/0046-225X-31.2.232","",NA,"","","",NA,NA,"","",NA,"","","",""
"970","Clubiona abboti","","Clubionidae","Araneae","","","Nocturnal","","Field: feeding","2","","https://doi.org/10.1603/0046-225X-31.2.232","",NA,"","","",NA,NA,"","",NA,"","","",""
"971","Lygus lineolaris","","Miridae","Hemiptera","","","Nocturnal","","Field: feeding","2","","https://doi.org/10.1603/0046-225X-31.2.232","",NA,"","","",NA,NA,"","",NA,"","","",""
"972","Argyrodes antipodianus","","Theridiidae","Araneae","","","Nocturnal","","Field: feeding","2","","https://ir.canterbury.ac.nz/server/api/core/bitstreams/d873f085-1cc6-4e52-8d44-3cea9c40de3f/content behavioural plasticity in Argyrodes antipodianus","",NA,"","","",NA,NA,"","",NA,"","","",""
"973","Argyrodes elevatus","","Theridiidae","Araneae","","","Diurnal","","Review article","2","","https://ir.canterbury.ac.nz/server/api/core/bitstreams/d873f085-1cc6-4e52-8d44-3cea9c40de3f/content behavioural plasticity in Argyrodes antipodianus","",NA,"","","",NA,NA,"","",NA,"","","",""
"974","Carrhotus xanthogramma","","Salticidae","Araneae","","","Diurnal","","Lab: locomotory patterns","5","","http://dx.doi.org/10.14411/eje.2019.017","",NA,"","","",NA,NA,"","",NA,"","","",""
"975","Callophrys rubi","","Lycaenidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"976","Plebeius argus","","Lycaenidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"977","Plebeius  optilete","","Lycaenidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"978","Pyrgus malvae","","Hesperiidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"979","Ematurga atomaria","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"980","Jodis putata","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"981","Perconia strigillaria","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"982","Rheumaptera hastata","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"983","Orgyia antiquoides","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"984","Orgyia recens","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"985","Orgyia antiqua","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"986","Syngrapha microgamma","","Noctuidae","Lepidoptera","","","Diurnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"987","Endromis versicolora","","Endromidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"988","Saturnia pavonia","","Saturniidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"989","Deilephila elpenor","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"990","Deilephila porcellus","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"991","Hyles galii","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"992","Hyloicus pinastri","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"993","Laothoe amurensis","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"994","Laothoe populi","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"995","Mimas tiliae","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"996","Smerinthus ocellata","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"997","Sphinx ligustri","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"998","Achlya flavicornis","","Drepanidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"999","Drepana curvatula","","Drepanidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"1000","Drepana falcataria","","Drepanidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
"1001","Falcaria lacertinaria","","Drepanidae","Lepidoptera","","","Nocturnal","","Review article","1","","CHECK-LIST OF BUTTERFLIES AND MOTHS OF THE NOTIGALĖ BOG NORTHERN LITHUANIA) ","",NA,"","","",NA,NA,"","",NA,"","","",""
